route_id,route_name,route,provider,provider_url,cost,price_usd,network,asset,pay_to,capability,category_label,cluster_label,provider_shape_type,verdict,risk_flags,observed_txns_30d,observed_volume_usd_30d,quality_score,evidence_stage,niche_label,niche_tier,niche_tier_name,novelty_score,replaces,composable_with,interest_angle,is_live_30d,x402scan_source_url,inspect_url
r_f2f53af28b49,x402,https://x402-sms.reddio.com/x402,https://x402-sms.reddio.com,https://x402-sms.reddio.com,100 atomic units token,,eip155:8453,USDC,0x00e9659a644c4A8e70dE124F9168CdaaB140BBb9,Send SMS messages to US phone numbers. Automatically splits long messages into multiple parts. Price: 0.02 USDC per SMS part (160 chars GSM-7 or 70 chars Unicode). US numbers only.,Communication and action,External action channels,long tail,BLOCK,accept_unverified|external_action_or_abuse_risk|non_usdc_or_unknown_price,0,0.0,68,listed,SMS send,2,real_world_action,8,Twilio / Telnyx seats,Phone number buy; Email send; Flight status; Sports / odds,Pay-per-SMS dispatch — agent can ping a human without a Twilio account,no,https://www.x402scan.com/server/79ca1d44-6c37-460c-994b-b18826539089,https://www.x402scan.com/server/79ca1d44-6c37-460c-994b-b18826539089
r_ba0c109a4c1a,execute,https://echo.router.merit.systems/resource/e2b/execute,Echo Router,https://echo.router.merit.systems,0.00028 USDC,0.00028,eip155:8453,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0x034128338730855a835a4Ab9C16a0fBd27441b0F,Executes code in secure sandboxed environments using E2B. Supports multiple programming languages with isolated execution and real-time output capture.,Long-tail utility tools,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/ffa5bad7-73ec-4f02-849e-3e70b3438b3a,https://www.x402scan.com/server/ffa5bad7-73ec-4f02-849e-3e70b3438b3a
r_4c67e1b66c26,dns,https://api.autonomagic.org/api/dns,Autonomagic — autonomous AI agent earning USDC on Base via x402,https://api.autonomagic.org,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6C6013313dfa397f792c72f61b36A5d6bc20919b,An AI agent that runs as its own business on Base mainnet. Sells 22 paid HTTP endpoints behind the x402 protocol. Hot-reloads new revenue lines as code in 400ms.,Agent runtime primitives,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563
r_8006c5075e6c,encode,https://api.autonomagic.org/api/encode,Autonomagic — autonomous AI agent earning USDC on Base via x402,https://api.autonomagic.org,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6C6013313dfa397f792c72f61b36A5d6bc20919b,An AI agent that runs as its own business on Base mainnet. Sells 22 paid HTTP endpoints behind the x402 protocol. Hot-reloads new revenue lines as code in 400ms.,Agent runtime primitives,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563
r_9bbd32340553,hash,https://api.autonomagic.org/api/hash,Autonomagic — autonomous AI agent earning USDC on Base via x402,https://api.autonomagic.org,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x6C6013313dfa397f792c72f61b36A5d6bc20919b,An AI agent that runs as its own business on Base mainnet. Sells 22 paid HTTP endpoints behind the x402 protocol. Hot-reloads new revenue lines as code in 400ms.,Agent runtime primitives,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563,https://www.x402scan.com/server/de0975a4-7462-4ffe-9edc-87a220139563
r_f702ec0af038,agent_architect,https://agents.402box.io/agent_architect,402box Agentic Suite,https://agents.402box.io,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x7362B94B23Ce9F6Cf9ec8E08d0f00582b048b696,"402box Agent Architect - High-performance intake and specification engine for new agent development.

**Capabilities:**
• Technical Scoping: Automated requirements gathering for E2B sandboxes and x402 payment integrations
• Protocol Integration: Specialized in x402 ""exact"" payment schemes and machine-readable API monetization
• Collaborative Design: Generates follow-up questions to refine agent behavior and infrastructure needs

**Fallback Protocol:**
If this agent cannot resolve your request or find a suitable endpoint, it will trigger a manual hand-off. All unresolved queries are routed to our engineering team at george@402box.io for human intervention and custom building.",Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/3b43a674-5feb-4603-8d9d-fdb7a5c9ebf4,https://www.x402scan.com/server/3b43a674-5feb-4603-8d9d-fdb7a5c9ebf4
r_80555656be28,run-code,https://staging.toolkit.dev/api/tool/e2b/run-code,Toolkit.dev,https://staging.toolkit.dev,0.05 USDC,0.05,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x0cC2CDC0EB992860d6c2a216b1DC0895fD2DF82F,Run Python code in a secure sandbox environment using E2B. Supports Jupyter Notebook syntax and returns execution results and logs.,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/d1519461-4785-44d5-b282-1e0f7596df01,https://www.x402scan.com/server/d1519461-4785-44d5-b282-1e0f7596df01
r_34f306e31c63,qrn:agent:68cbd3ea1eac16d8cffc6041,https://api.questflow.ai/x402/agent/qrn:agent:68cbd3ea1eac16d8cffc6041,"Questflow — One AI Clone, Every Market",https://api.questflow.ai,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x5d82457cEDCc94e57a2988300A7d4421444fc09C,Introducing browser-use cloud MCP server - web automation for any model through server-side MCP. | Powered by Questflow,Agent runtime primitives,Long-tail utilities,broad catalog,PROBE,accept_unverified,0,0.0,81,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/4b93775b-7328-4c16-8683-43d01f8fdaa6,https://www.x402scan.com/server/4b93775b-7328-4c16-8683-43d01f8fdaa6
r_693ac266bfdc,exec,http://blockrun.ai/api/v1/modal/sandbox/exec,BlockRun — YOPO: You Only Pay for the Outcome,http://blockrun.ai,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,"Execute a command inside a running sandbox. Returns stdout, stderr, and exit code.",Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9
r_b418c753b496,status,http://blockrun.ai/api/v1/modal/sandbox/status,BlockRun — YOPO: You Only Pay for the Outcome,http://blockrun.ai,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,Check the status of a sandbox (running or terminated).,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9
r_39d8ece34e12,terminate,http://blockrun.ai/api/v1/modal/sandbox/terminate,BlockRun — YOPO: You Only Pay for the Outcome,http://blockrun.ai,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,Terminate a running sandbox and release its resources.,Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9,https://www.x402scan.com/server/cbe8caef-6324-4bd1-aee7-63d09fb4d1b9
r_7531be55f5a0,execute,https://nexus-agent-xa12.onrender.com/execute,NEXUS Agent Services,https://nexus-agent-xa12.onrender.com,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xc91cE6291eDC0713ec753BAFBA002506ffb2b95c,"Run any AI task — research, writing, code, analysis",Agent runtime primitives,Long-tail utilities,focused provider,PAY,accept_unverified,0,0.0,71,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/1637524b-798d-4815-b728-d003c547a6ea,https://www.x402scan.com/server/1637524b-798d-4815-b728-d003c547a6ea
r_6f783e08d066,execute,https://lucid-sandbox-agent-production.up.railway.app/api/execute,Lucid Sandbox Agent,https://lucid-sandbox-agent-production.up.railway.app,0.02 USDC,0.02,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x11c24Fbcd702cd611729F8402d8fB51ECa75Ba83,Execute JavaScript code in secure sandbox,Agent runtime primitives,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,no,https://www.x402scan.com/server/342b9013-f27d-4fb5-a2f3-95cc633610d9,https://www.x402scan.com/server/342b9013-f27d-4fb5-a2f3-95cc633610d9
r_90ac63a30200,create,https://blockrun.ai/api/v1/modal/sandbox/create,BlockRun — Pay-per-call AI gateway,https://blockrun.ai,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,"Create a managed Python 3.11 sandbox. Two billing modes selected by 'timeout': ≤300s = flat rate (CPU $0.01, GPU varies). >300s = per-hour billing for the full requested lifetime, no refund on early terminate. Max 24h.",Agent runtime primitives,Active procurement surfaces,active anchor,PAY,accept_unverified,89740,3370.0,81,probe_candidate,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,yes,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0
r_c303f8fa1430,exec,https://blockrun.ai/api/v1/modal/sandbox/exec,BlockRun — Pay-per-call AI gateway,https://blockrun.ai,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,"Execute a command inside a running sandbox. Returns stdout, stderr, and exit code.",Agent runtime primitives,Active procurement surfaces,active anchor,PAY,accept_unverified,89740,3370.0,71,probe_candidate,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,yes,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0
r_d93a4062228d,status,https://blockrun.ai/api/v1/modal/sandbox/status,BlockRun — Pay-per-call AI gateway,https://blockrun.ai,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xe9030014F5DAe217d0A152f02A043567b16c1aBf,Check the status of a sandbox (running or terminated).,Agent runtime primitives,Active procurement surfaces,active anchor,PAY,accept_unverified,89740,3370.0,71,probe_candidate,Sandbox / code exec,3,agent_runtime_ingredient,8,E2B / Modal / Daytona seats,LLM inference; Web search,Pay-per-second code or browser sandbox — composes into autonomous agent flows,yes,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0,https://www.x402scan.com/server/b85dcf0f-d4a9-47ce-9d0b-6ec70e2844e0
r_72df43c5e24e,crypto-haiku,https://httpay.xyz/api/crypto-haiku,httpay.xyz — 307 Pay-Per-Call APIs via x402 on Base | No API Keys,https://httpay.xyz,0.001 USDC,0.001,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x5f5d6FcB315871c26F720dc6fEf17052dD984359,"307 pay-per-call APIs (287 native + Universal Gateway proxying 37 services) powered by x402 and USDC on Base. Token intelligence, DeFi yields, MEV risk, AI tools, web scraping. No API keys, no subscriptions — pay $0.001–$0.05 per call.",Onchain and finance,Onchain market data and wallets,route farm,PAY,accept_unverified,0,0.0,81,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/516aa834-3222-4b14-b68b-04f4ea06223a,https://www.x402scan.com/server/516aa834-3222-4b14-b68b-04f4ea06223a
r_ade36c22d4eb,draw,https://ginger-uncondoning-lashaunda.ngrok-free.dev/raffle/draw,https://ginger-uncondoning-lashaunda.ngrok-free.dev,https://ginger-uncondoning-lashaunda.ngrok-free.dev,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xed81e4a9526848bcaa741eba2928ab869af34cfc,Draw a random winner from the FIFA World Cup 26 Final raffle for 0.01 USDC on Base Mainnet. No additional parameters required - just make the request to randomly select a winner from all entries.,Long-tail utility tools,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,81,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/2f22487b-fafe-4555-ac2c-d55c5c23dbcf,https://www.x402scan.com/server/2f22487b-fafe-4555-ac2c-d55c5c23dbcf
r_88a674df181a,draw,https://x402-raffle-production.up.railway.app/raffle/draw,https://x402-raffle-production.up.railway.app,https://x402-raffle-production.up.railway.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xed81e4a9526848bcaa741eba2928ab869af34cfc,Draw a random winner from the FIFA World Cup 26 Final raffle for 0.01 USDC on Base Mainnet. No additional parameters required - just make the request to randomly select a winner from all entries.,Long-tail utility tools,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,81,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/1b2571ac-41d5-4d6d-b9e6-7ffdbeb8f677,https://www.x402scan.com/server/1b2571ac-41d5-4d6d-b9e6-7ffdbeb8f677
r_dd234dc43cf9,enter,https://ginger-uncondoning-lashaunda.ngrok-free.dev/raffle/enter,https://ginger-uncondoning-lashaunda.ngrok-free.dev,https://ginger-uncondoning-lashaunda.ngrok-free.dev,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xed81e4a9526848bcaa741eba2928ab869af34cfc,"Enter the FIFA World Cup 26 Final raffle for 0.01 USDC on Base Mainnet. Required parameters: name (string, your full name) and email (string, your email address for notifications).",Onchain and finance,Onchain market data and wallets,long tail,PAY,accept_unverified,0,0.0,81,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/2f22487b-fafe-4555-ac2c-d55c5c23dbcf,https://www.x402scan.com/server/2f22487b-fafe-4555-ac2c-d55c5c23dbcf
r_a3ab3934712a,enter,https://x402-raffle-production.up.railway.app/raffle/enter,https://x402-raffle-production.up.railway.app,https://x402-raffle-production.up.railway.app,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xed81e4a9526848bcaa741eba2928ab869af34cfc,"Enter the FIFA World Cup 26 Final raffle for 0.01 USDC on Base Mainnet. Required parameters: name (string, your full name) and email (string, your email address for notifications).",Onchain and finance,Onchain market data and wallets,long tail,PAY,accept_unverified,0,0.0,81,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/1b2571ac-41d5-4d6d-b9e6-7ffdbeb8f677,https://www.x402scan.com/server/1b2571ac-41d5-4d6d-b9e6-7ffdbeb8f677
r_b99ed213de43,buy,https://cheaptokens.ai/api/buy,CheapTokens — Cheaper AI Inference Through Venice.ai,https://cheaptokens.ai,1 USDC,1.0,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xd185138CEA135E60CA6E567BE53DEC81D89Ce7D6,"AI inference / OpenAI-compatible Venice API access. Pay USDC, receive a live Venice.ai API key at 25–75% below Venice direct. Credits expire same day at 23:59 UTC, which is what creates the discount. Compatible with Venice's standard /api/v1 endpoints. Models: Anthropic Claude (Opus/Sonnet), GLM, Qwen, DeepSeek, Grok, Mistral, Llama, Kimi, Venice Uncensored.",Onchain and finance,Onchain market data and wallets,long tail,PROBE,accept_unverified,0,0.0,81,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/81e55c54-03e5-4628-b8df-81250272b096,https://www.x402scan.com/server/81e55c54-03e5-4628-b8df-81250272b096
r_4810d4efcb8f,corporate_oxy,https://zeroxstim.onrender.com/v1/x402/corporate_oxy,https://zeroxstim.onrender.com,https://zeroxstim.onrender.com,1.5 USDC,1.5,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xD52552e5f41a554df04bE9Bd802c3f852478A1C5,"AI inference. Business logic, code review, sensitive data, zero-hallucination. Claude Sonnet. $1.50/call.",Communication and action,External action channels,focused provider,PROBE,accept_unverified,0,0.0,81,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f,https://www.x402scan.com/server/748d1f8b-63c5-4fb9-8baf-59e360c67d0f
r_27e69de9223e,lottery,https://x402-api.lastman.fun/lottery,lastman.fun,https://x402-api.lastman.fun,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x9AF402F9f20fa31B1b9e186dF207c995136FF5DD,Seize the opportunity to win a bonus at the end of each round,Long-tail utility tools,Long-tail utilities,long tail,PAY,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/540cd8fc-3ed3-427e-96d3-82cb74897b49,https://www.x402scan.com/server/540cd8fc-3ed3-427e-96d3-82cb74897b49
r_0265e3cd4a79,haiku,https://askclaude.shop/ask/haiku,"AskClaude — Pay per question, no subscription",https://askclaude.shop,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x3b5BE4047c5A4f37c5E3A5951432ED794BF201ff,"Ask Claude Haiku — fast AI answers, $0.01/question",Long-tail utility tools,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,71,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/01c161db-0640-4d5b-b4dc-e1929cc41280,https://www.x402scan.com/server/01c161db-0640-4d5b-b4dc-e1929cc41280
r_1a6fdd62cd5f,stream,https://askclaude.shop/ask/haiku/stream,"AskClaude — Pay per question, no subscription",https://askclaude.shop,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x3b5BE4047c5A4f37c5E3A5951432ED794BF201ff,"Ask Claude Haiku (streaming) — real-time AI answers, $0.01/question",Long-tail utility tools,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,71,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/01c161db-0640-4d5b-b4dc-e1929cc41280,https://www.x402scan.com/server/01c161db-0640-4d5b-b4dc-e1929cc41280
r_805e2c40248d,haiku,https://duo-upgrading-donna-fate.trycloudflare.com/ask/haiku,"AskClaude — Pay per question, no subscription",https://duo-upgrading-donna-fate.trycloudflare.com,0.01 USDC,0.01,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xE53A4F41b231BC9514fA44e0B04AA12487944fCB,"Ask Claude Haiku — fast AI answers, $0.01/question",Long-tail utility tools,Long-tail utilities,broad catalog,PAY,accept_unverified,0,0.0,71,metadata_complete,Haiku / lyric / poem,6,weird_shakespeare_niche,8,General LLM subscription,Translation; Music generation; LLM inference,Specialty creative writing endpoints carve out the LLM into per-format ingredients,no,https://www.x402scan.com/server/7d03ce84-03d4-4b67-86f6-51e6d2facd00,https://www.x402scan.com/server/7d03ce84-03d4-4b67-86f6-51e6d2facd00
r_3b2e67d958c2,virtual-try-on,https://juxtamode.com/api/virtual-try-on,JUXTAMODE - The Future of Fashion,https://juxtamode.com,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x402FabfabE41fDf1de238b46CDeAd2AF00514c31,Virtual Try-On image generation - combines your photo with a garment,Media generation,Media and generation,long tail,PROBE,accept_unverified,0,0.0,71,metadata_complete,Outfit / fashion try-on,6,weird_shakespeare_niche,8,AI-stylist iOS subscriptions,Image generation; Cocktail / drink recipe; Pickup line / dating,Pay $0.10 for an outfit recommendation or try-on render — no Stylus or YesPlz contract,no,https://www.x402scan.com/server/24057d0e-ee38-4da1-99f7-d8dad0e18616,https://www.x402scan.com/server/24057d0e-ee38-4da1-99f7-d8dad0e18616
r_8009b0bb8ea7,lottery,https://x4022.987659876.xyz/lottery,x402 Lottery,https://x4022.987659876.xyz,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xeE72B902Af7466023595512e3359BB5bF312977c,Pay $0.10 USDC to attempt the lottery. 5% chance to win 1 USDC.,Long-tail utility tools,Long-tail utilities,long tail,PROBE,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/a4af4597-ce66-4104-9231-0631baecfb5d,https://www.x402scan.com/server/a4af4597-ce66-4104-9231-0631baecfb5d
r_8b85608205ee,invoke,https://x402-casino-production.up.railway.app/entrypoints/lucky-number-0-1/invoke,x402-casino,https://x402-casino-production.up.railway.app,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x05f4dCc0677883e63fD1C4F22e2F5a66Ca2b5E44,Lucky number 0.1 USDC; guess 1-12 → 10x.,Long-tail utility tools,Long-tail utilities,long tail,PROBE,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/15bcac82-7596-4306-8d60-be46debe6b25,https://www.x402scan.com/server/15bcac82-7596-4306-8d60-be46debe6b25
r_fa6893043ee9,lottery,http://x402new.987659876.xyz/lottery,x402 Lottery,http://x402new.987659876.xyz,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xeE72B902Af7466023595512e3359BB5bF312977c,x402 Lottery,Long-tail utility tools,Long-tail utilities,long tail,PROBE,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/7efa4f85-6c9b-4c74-b219-d004f368b79f,https://www.x402scan.com/server/7efa4f85-6c9b-4c74-b219-d004f368b79f
r_a0f7ed6c6379,lottery,https://oagx402.987659876.xyz/lottery,x402 Game of Chance,https://oagx402.987659876.xyz,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0xeE72B902Af7466023595512e3359BB5bF312977c,Pay $0.10 USDC to attempt the lottery. 5% chance to win 1 USDC.,Long-tail utility tools,Long-tail utilities,focused provider,PROBE,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/4269ad54-9236-4eeb-80a8-d0a518e3bc68,https://www.x402scan.com/server/4269ad54-9236-4eeb-80a8-d0a518e3bc68
r_2d7902a7a0e7,0.1,https://ponzi-casino-x402-production.up.railway.app/play/lucky-number/0.1,Ponzi MiniGames x402 Agent,https://ponzi-casino-x402-production.up.railway.app,0.1 USDC,0.1,eip155:8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,0x05f4dCc0677883e63fD1C4F22e2F5a66Ca2b5E44,Access to /play/lucky-number/0.1,Agent runtime primitives,Long-tail utilities,focused provider,PROBE,accept_unverified,0,0.0,71,metadata_complete,Lottery / lucky number,6,weird_shakespeare_niche,8,State lottery websites,Numerology; Astrology / horoscope,Pay $0.01–$5 to draw a lucky number or raffle envelope — fully onchain entertainment,no,https://www.x402scan.com/server/97229df9-9f53-40b6-a8cf-50dc001ab1ce,https://www.x402scan.com/server/97229df9-9f53-40b6-a8cf-50dc001ab1ce
